userId,itemIds,scores
102,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0992722511291504, 1.0843260288238525, 1.0829713344573975, 1.0767645835876465, 1.0634114742279053, 1.0518805980682373, 1.0443735122680664, 1.0417801141738892, 1.0391132831573486, 1.0382689237594604]"
103,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0115712881088257, 0.9984647631645203, 0.9973710775375366, 0.9917294979095459, 0.9799619317054749, 0.9693556427955627, 0.9628657102584839, 0.9609103202819824, 0.9585980772972107, 0.9576271772384644]"
104,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0543538331985474, 1.0470486879348755, 1.0468031167984009, 1.0429918766021729, 1.035630464553833, 1.0340454578399658, 1.0271921157836914, 1.0253822803497314, 1.024094820022583, 1.0237083435058594]"
105,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4517090916633606, 0.4422188699245453, 0.4410702586174011, 0.43772435188293457, 0.4296276867389679, 0.421606183052063, 0.4178466498851776, 0.4159201383590698, 0.41419854760169983, 0.41398584842681885]"
106,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5817711353302002, 0.5675323605537415, 0.56660395860672, 0.5596300363540649, 0.547831654548645, 0.5265030264854431, 0.5259138345718384, 0.5246313810348511, 0.5235885381698608, 0.5207548141479492]"
107,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6279947757720947, 0.6189314723014832, 0.6182270646095276, 0.614188551902771, 0.6061872243881226, 0.5978119373321533, 0.5938540697097778, 0.5928840041160583, 0.5912985801696777, 0.5904495716094971]"
108,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.9161307215690613, 0.8992093801498413, 0.8982999920845032, 0.8896474838256836, 0.8752643465995789, 0.8516055941581726, 0.8493504524230957, 0.848021388053894, 0.8465795516967773, 0.8432044982910156]"
109,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5615745186805725, 0.5510582327842712, 0.5500314831733704, 0.5457684397697449, 0.5367406606674194, 0.5264646410942078, 0.5226103663444519, 0.521311342716217, 0.5194472074508667, 0.5186688303947449]"
110,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0217170715332031, 1.0155822038650513, 1.0155582427978516, 1.0119688510894775, 1.0055861473083496, 1.0045932531356812, 0.9982653856277466, 0.9969491958618164, 0.9958962798118591, 0.9953640103340149]"
111,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7951328158378601, 0.7754137516021729, 0.773591160774231, 0.7652223706245422, 0.7487836480140686, 0.7241253852844238, 0.7197949886322021, 0.7191874384880066, 0.7158014178276062, 0.7133509516716003]"
112,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7950547933578491, 0.7861248254776001, 0.7855837345123291, 0.7812881469726562, 0.7731258273124695, 0.7650930285453796, 0.7607071995735168, 0.7599799633026123, 0.7584450840950012, 0.7573481202125549]"
113,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4498950242996216, 0.4399302005767822, 0.4387001097202301, 0.4352262616157532, 0.4267600178718567, 0.41789621114730835, 0.41423338651657104, 0.4123171269893646, 0.41050955653190613, 0.41022706031799316]"
114,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8724920749664307, 0.8556013703346252, 0.854007363319397, 0.8470137119293213, 0.8325774073600769, 0.814714789390564, 0.8091922402381897, 0.8076183795928955, 0.8046528100967407, 0.8030950427055359]"
115,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8347411751747131, 0.8168647885322571, 0.8151970505714417, 0.807706356048584, 0.7925923466682434, 0.7725674510002136, 0.7673468589782715, 0.7660405039787292, 0.762920081615448, 0.7611086368560791]"
116,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[1.019191861152649, 0.999244213104248, 0.9980618953704834, 0.9881047010421753, 0.9712344408035278, 0.9431877732276917, 0.9407072067260742, 0.9392685890197754, 0.9374333024024963, 0.9335601329803467]"
117,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.400179386138916, 0.3906514048576355, 0.38971224427223206, 0.38581639528274536, 0.37782734632492065, 0.36679115891456604, 0.36431315541267395, 0.36364904046058655, 0.36198893189430237, 0.3610250949859619]"
118,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9685787558555603, 0.9549442529678345, 0.9536669254302979, 0.9481043219566345, 0.9359779357910156, 0.9260414838790894, 0.9189777970314026, 0.9163366556167603, 0.9138984680175781, 0.9133254289627075]"
119,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.38003861904144287, 0.3716545104980469, 0.37100619077682495, 0.367175817489624, 0.3601374626159668, 0.34932562708854675, 0.34748169779777527, 0.34744128584861755, 0.34606143832206726, 0.34481868147850037]"
120,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7478958368301392, 0.7304437160491943, 0.729315459728241, 0.7207686305046082, 0.7062504887580872, 0.6805155277252197, 0.6794384121894836, 0.6779726147651672, 0.6765797138214111, 0.6731526255607605]"
121,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0629394054412842, 1.0475184917449951, 1.0459696054458618, 1.0399316549301147, 1.0262500047683716, 1.0148087739944458, 1.0071409940719604, 1.004061222076416, 1.0012832880020142, 1.0007048845291138]"
122,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6257835626602173, 0.6130910515785217, 0.6116232872009277, 0.6070009469985962, 0.5961426496505737, 0.5851590633392334, 0.5801491141319275, 0.5777536630630493, 0.5754648447036743, 0.5750548243522644]"
123,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6349837779998779, 0.6206563711166382, 0.6191663146018982, 0.6135031580924988, 0.6014168858528137, 0.5860248804092407, 0.5817438364028931, 0.5802565813064575, 0.5777263045310974, 0.5765607357025146]"
124,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9591606855392456, 0.951446533203125, 0.9511565566062927, 0.9471341371536255, 0.9396284222602844, 0.9363082051277161, 0.9300989508628845, 0.9286231398582458, 0.9272841811180115, 0.9267016053199768]"
125,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6461204290390015, 0.6294517517089844, 0.6283718943595886, 0.6201878786087036, 0.6064409017562866, 0.581304132938385, 0.5807678699493408, 0.5792193412780762, 0.5780474543571472, 0.5747308731079102]"
126,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.28484299778938293, 0.27994978427886963, 0.27941417694091797, 0.27757421135902405, 0.2733198404312134, 0.26913729310035706, 0.2671022415161133, 0.2662292718887329, 0.26534101366996765, 0.26512610912323]"
127,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.44577556848526, 0.43691372871398926, 0.4360673725605011, 0.43241608142852783, 0.42485901713371277, 0.4156475067138672, 0.4126894772052765, 0.41178858280181885, 0.41022905707359314, 0.40946894884109497]"
128,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9719863533973694, 0.9519697427749634, 0.9497846961021423, 0.9421774744987488, 0.925114631652832, 0.9062677621841431, 0.8989846706390381, 0.8959035277366638, 0.8923096060752869, 0.8912527561187744]"
129,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5554779767990112, 0.5412203669548035, 0.5403153896331787, 0.533268928527832, 0.521511971950531, 0.49981629848480225, 0.49952319264411926, 0.49810582399368286, 0.49720242619514465, 0.49430617690086365]"
130,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7442816495895386, 0.7280357480049133, 0.7262321710586548, 0.7201029062271118, 0.7063279151916504, 0.6904329657554626, 0.6849214434623718, 0.6825582385063171, 0.6796537041664124, 0.6787331104278564]"
131,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.1106133460998535, 1.0941399335861206, 1.0926108360290527, 1.0858368873596191, 1.0712946653366089, 1.0575387477874756, 1.049970269203186, 1.0473647117614746, 1.0444283485412598, 1.0434094667434692]"
132,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6045079231262207, 0.5890343189239502, 0.5879199504852295, 0.5805975198745728, 0.567803144454956, 0.5456756949424744, 0.5441528558731079, 0.5432732105255127, 0.5415858030319214, 0.5388510227203369]"
133,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5868330001831055, 0.5726823210716248, 0.5717456936836243, 0.5648552179336548, 0.5531110167503357, 0.5321149230003357, 0.5313583612442017, 0.5301656126976013, 0.529040515422821, 0.5262691974639893]"
134,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0618066787719727, 1.0458192825317383, 1.0444682836532593, 1.0375648736953735, 1.0235135555267334, 1.0085617303848267, 1.0018779039382935, 1.0000641345977783, 0.9972463846206665, 0.9958315491676331]"
135,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.883687436580658, 0.8671061992645264, 0.8663062453269958, 0.857599139213562, 0.8435460925102234, 0.8190485239028931, 0.8179675936698914, 0.8161059021949768, 0.815302312374115, 0.8116475343704224]"
136,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9196683168411255, 0.9028000235557556, 0.901171088218689, 0.8942895531654358, 0.8797761797904968, 0.8633465766906738, 0.857102632522583, 0.8550293445587158, 0.8520327806472778, 0.8507678508758545]"
137,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.225410595536232, 0.22303487360477448, 0.22294113039970398, 0.22169679403305054, 0.21950817108154297, 0.2175261378288269, 0.2161937654018402, 0.21601642668247223, 0.21561220288276672, 0.21530675888061523]"
138,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9511380791664124, 0.9371979236602783, 0.9357253313064575, 0.9304233193397522, 0.9180561304092407, 0.9085729718208313, 0.9012804627418518, 0.8981046676635742, 0.8955696821212769, 0.8952966928482056]"
139,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.063084363937378, 1.0544971227645874, 1.0542677640914917, 1.0495524406433105, 1.0412291288375854, 1.0359326601028442, 1.029720664024353, 1.0287543535232544, 1.0272855758666992, 1.0262269973754883]"
140,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.042487382888794, 1.0200458765029907, 1.0173708200454712, 1.0093538761138916, 0.9902594685554504, 0.9698123931884766, 0.9616730213165283, 0.9576587677001953, 0.9535993933677673, 0.9527668952941895]"
141,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6188784241676331, 0.6038046479225159, 0.6027653217315674, 0.5955301523208618, 0.5830228328704834, 0.5610283613204956, 0.559916079044342, 0.5588334202766418, 0.5574353933334351, 0.5546016693115234]"
142,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6149374842643738, 0.605227530002594, 0.6042141914367676, 0.6004676818847656, 0.5919429063796997, 0.5840672850608826, 0.5796812772750854, 0.5778979659080505, 0.5761588215827942, 0.5757244229316711]"
143,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9825199246406555, 0.9600176811218262, 0.9577701687812805, 0.9486749768257141, 0.9297382235527039, 0.9041957855224609, 0.8980961441993713, 0.8963261246681213, 0.8923905491828918, 0.8902087807655334]"
144,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.4886842370033264, 0.47596752643585205, 0.4751138687133789, 0.4689437747001648, 0.45845896005630493, 0.43944618105888367, 0.43890687823295593, 0.43782517313957214, 0.436824232339859, 0.43435758352279663]"
145,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.33136165142059326, 0.32708725333213806, 0.3268161416053772, 0.32476168870925903, 0.3209396004676819, 0.31685200333595276, 0.31492143869400024, 0.3146192133426666, 0.31388741731643677, 0.3133676052093506]"
146,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.30116012692451477, 0.29536446928977966, 0.2949146330356598, 0.2922810912132263, 0.28734663128852844, 0.27988672256469727, 0.27859506011009216, 0.2785550355911255, 0.2776186168193817, 0.27671489119529724]"
147,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5762432217597961, 0.5644525289535522, 0.5630118250846863, 0.5588836073875427, 0.5487921833992004, 0.539094865322113, 0.5342816114425659, 0.5317865610122681, 0.5296469926834106, 0.52942955493927]"
148,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.671159565448761, 0.6573329567909241, 0.656043291091919, 0.6502756476402283, 0.6385419368743896, 0.6229709982872009, 0.6189814209938049, 0.6180070638656616, 0.6155969500541687, 0.614154040813446]"
149,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.44301727414131165, 0.43332621455192566, 0.4326326847076416, 0.4280720353126526, 0.41994449496269226, 0.4067503809928894, 0.4052163362503052, 0.40485528111457825, 0.4035937488079071, 0.4019569158554077]"
150,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5775612592697144, 0.5687508583068848, 0.5682786107063293, 0.5638135671615601, 0.556145191192627, 0.5452173948287964, 0.5428126454353333, 0.5425392389297485, 0.5413522720336914, 0.5397899150848389]"
151,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6683047413825989, 0.6547334790229797, 0.6532667279243469, 0.6480741500854492, 0.6364909410476685, 0.623713493347168, 0.6187463998794556, 0.6166808009147644, 0.6142574548721313, 0.6135177612304688]"
152,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9537452459335327, 0.9385273456573486, 0.9369438886642456, 0.9310460686683655, 0.9177060723304749, 0.9053229689598083, 0.8984689116477966, 0.895683228969574, 0.8929477334022522, 0.8922779560089111]"
153,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.43440482020378113, 0.4260351359844208, 0.42507418990135193, 0.42199841141700745, 0.41480568051338196, 0.40783289074897766, 0.404342383146286, 0.4027004539966583, 0.4011938273906708, 0.40094876289367676]"
154,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5567718744277954, 0.5459147691726685, 0.5448729395866394, 0.5404146909713745, 0.5311400890350342, 0.5195075869560242, 0.5160712003707886, 0.5150858163833618, 0.513185441493988, 0.5121652483940125]"
155,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.048732042312622, 1.0375968217849731, 1.0369025468826294, 1.0316288471221924, 1.0213403701782227, 1.0127947330474854, 1.0065300464630127, 1.0051302909851074, 1.0031819343566895, 1.0020910501480103]"
156,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.29218196868896484, 0.2866809368133545, 0.28607091307640076, 0.2840079963207245, 0.2792729139328003, 0.2743438184261322, 0.27220362424850464, 0.27127522230148315, 0.2702804207801819, 0.2700234651565552]"
157,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.25092512369155884, 0.2486855387687683, 0.24861861765384674, 0.24740037322044373, 0.24527280032634735, 0.243661031126976, 0.24219633638858795, 0.2419959157705307, 0.24161091446876526, 0.24131834506988525]"
158,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8098556399345398, 0.7945741415023804, 0.7929930686950684, 0.7869904637336731, 0.7738625407218933, 0.7594479918479919, 0.7537071704864502, 0.7515230774879456, 0.7488082647323608, 0.7478475570678711]"
159,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.079732894897461, 1.0677118301391602, 1.0670822858810425, 1.061094045639038, 1.0501047372817993, 1.0400364398956299, 1.0335772037506104, 1.0324783325195312, 1.030404806137085, 1.029017448425293]"
160,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.43373462557792664, 0.42711612582206726, 0.426663875579834, 0.4235733151435852, 0.41778871417045593, 0.41112029552459717, 0.408462256193161, 0.4080064296722412, 0.40686479210853577, 0.406109094619751]"
161,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5763259530067444, 0.5635857582092285, 0.5627595782279968, 0.5565382242202759, 0.5458794236183167, 0.5276752710342407, 0.5263726711273193, 0.5254899263381958, 0.5242800712585449, 0.5218713283538818]"
162,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2714483439922333, 0.26742643117904663, 0.2670273780822754, 0.26542332768440247, 0.2618686854839325, 0.25853022933006287, 0.2567092776298523, 0.25603386759757996, 0.2553136348724365, 0.25508639216423035]"
163,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5364153981208801, 0.5242777466773987, 0.5230233669281006, 0.5182177424430847, 0.507987380027771, 0.4946552515029907, 0.49118784070014954, 0.490031898021698, 0.4878901541233063, 0.4868384301662445]"
164,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6485897302627563, 0.636603832244873, 0.635349452495575, 0.6307020783424377, 0.6203793883323669, 0.6089571118354797, 0.6045522689819336, 0.6028551459312439, 0.6007171273231506, 0.5999401807785034]"
165,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0640968084335327, 1.041625738143921, 1.0390859842300415, 1.0307410955429077, 1.0116146802902222, 0.9904477000236511, 0.9824427962303162, 0.9788500070571899, 0.974806010723114, 0.9737116098403931]"
166,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9920997023582458, 0.9739999175071716, 0.9721558094024658, 0.9650112986564636, 0.9494094848632812, 0.9324437975883484, 0.9255430102348328, 0.9229595065116882, 0.919729471206665, 0.9185754656791687]"
167,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7505971789360046, 0.7380770444869995, 0.7368788719177246, 0.7317774295806885, 0.7208861112594604, 0.709420382976532, 0.7043319344520569, 0.7025978565216064, 0.7003669142723083, 0.6995027661323547]"
168,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.040122389793396, 1.025413155555725, 1.0242602825164795, 1.0177364349365234, 1.0047141313552856, 0.9912667870521545, 0.9847729802131653, 0.9831492304801941, 0.9805705547332764, 0.9792011976242065]"
169,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.692480206489563, 0.6758452653884888, 0.6747758388519287, 0.6666156649589539, 0.6528115272521973, 0.6283006072044373, 0.6272599101066589, 0.6258755922317505, 0.6245330572128296, 0.6212907433509827]"
170,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7844013571739197, 0.7685645222663879, 0.7672381401062012, 0.7602640986442566, 0.7468284368515015, 0.7282418012619019, 0.7238060832023621, 0.7231601476669312, 0.720430850982666, 0.7184855341911316]"
171,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3969321548938751, 0.38870084285736084, 0.3878630995750427, 0.3845914304256439, 0.3775924742221832, 0.36903372406959534, 0.3663821220397949, 0.36546826362609863, 0.3640120029449463, 0.3633567988872528]"
172,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5092823505401611, 0.4962722063064575, 0.49539437890052795, 0.48909589648246765, 0.47834742069244385, 0.4592148959636688, 0.45837801694869995, 0.4573803246021271, 0.4562390148639679, 0.4537776708602905]"
173,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.8029648065567017, 0.7838972806930542, 0.7827097773551941, 0.7732667922973633, 0.7574349045753479, 0.7289754748344421, 0.7280927300453186, 0.7263246774673462, 0.7249802947044373, 0.7211448550224304]"
174,"[2490, 1381, 2550, 1852, 1198, 1052, 1697, 1092, 2311, 4318]","[0.17155233025550842, 0.1714288592338562, 0.17138344049453735, 0.1713564544916153, 0.17135269939899445, 0.17132814228534698, 0.1713070571422577, 0.1713014394044876, 0.17127996683120728, 0.17126679420471191]"
175,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6081768870353699, 0.5930523872375488, 0.592028796672821, 0.5847182273864746, 0.5721935629844666, 0.5498932600021362, 0.5489704608917236, 0.5477884411811829, 0.5464863777160645, 0.5435959100723267]"
176,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.093248963356018, 1.0852696895599365, 1.0850050449371338, 1.0808007717132568, 1.0728670358657837, 1.0700522661209106, 1.0631752014160156, 1.0615447759628296, 1.0601511001586914, 1.0595495700836182]"
177,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7918651700019836, 0.7740779519081116, 0.7723443508148193, 0.7650545835494995, 0.7500657439231873, 0.730248749256134, 0.7251408100128174, 0.7236834764480591, 0.7205761075019836, 0.7188895344734192]"
178,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7842205166816711, 0.7665466666221619, 0.7654512524604797, 0.7567023038864136, 0.7419614195823669, 0.7162049412727356, 0.714834988117218, 0.713379442691803, 0.7119396328926086, 0.7084777355194092]"
179,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3860580325126648, 0.3775807321071625, 0.3766525983810425, 0.37343719601631165, 0.366253137588501, 0.35783541202545166, 0.3550240099430084, 0.35384073853492737, 0.3523244559764862, 0.3518148958683014]"
180,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.8897347450256348, 0.8738526105880737, 0.8730944991111755, 0.8647525906562805, 0.8512220978736877, 0.8282676339149475, 0.8267797231674194, 0.8251329660415649, 0.8242115378379822, 0.8207746148109436]"
181,"[303, 282, 341, 557, 107, 2191, 502, 458, 139, 554]","[1.0809041261672974, 1.074129581451416, 1.0741082429885864, 1.070027470588684, 1.0630513429641724, 1.0605701208114624, 1.0542640686035156, 1.0533167123794556, 1.052159309387207, 1.0512899160385132]"
182,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.64628666639328, 0.6333755850791931, 0.6321693062782288, 0.6267812252044678, 0.6157830953598022, 0.6015809178352356, 0.597646176815033, 0.5966353416442871, 0.594379723072052, 0.5930798053741455]"
183,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6434877514839172, 0.6395815014839172, 0.6395672559738159, 0.6372683644294739, 0.6332125067710876, 0.6330364942550659, 0.6287568211555481, 0.627757728099823, 0.6270846128463745, 0.6268537640571594]"
184,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5387303233146667, 0.5287389755249023, 0.5276849269866943, 0.5238239169120789, 0.5152184367179871, 0.505984902381897, 0.5021701455116272, 0.5006482601165771, 0.4988582134246826, 0.4982818067073822]"
185,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9968833923339844, 0.9825226068496704, 0.9812873005867004, 0.975167989730835, 0.9624613523483276, 0.9495474696159363, 0.943282961845398, 0.941460132598877, 0.9389270544052124, 0.9377400279045105]"
186,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.017027735710144, 1.002827763557434, 1.0016672611236572, 0.9954699277877808, 0.982860803604126, 0.9709153175354004, 0.9641391038894653, 0.9621685743331909, 0.9596583843231201, 0.9585872888565063]"
187,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.441532164812088, 0.43611592054367065, 0.4357506334781647, 0.4332162141799927, 0.42833006381988525, 0.42371705174446106, 0.4209936559200287, 0.42039361596107483, 0.4194471538066864, 0.4189133048057556]"
188,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4271368980407715, 0.41526052355766296, 0.4138157069683075, 0.4095824956893921, 0.39969518780708313, 0.38748738169670105, 0.38404637575149536, 0.3822888731956482, 0.3801589608192444, 0.3795713186264038]"
189,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7117516994476318, 0.6964811086654663, 0.694607138633728, 0.6892801523208618, 0.6762679815292358, 0.6629855632781982, 0.6571910381317139, 0.6541732549667358, 0.651394784450531, 0.6510034799575806]"
190,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.757369875907898, 0.7441874742507935, 0.7435468435287476, 0.7366751432418823, 0.7254114747047424, 0.707040011882782, 0.7052279710769653, 0.7040988802909851, 0.703083872795105, 0.700374186038971]"
191,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.45446881651878357, 0.4431437849998474, 0.44243890047073364, 0.43680423498153687, 0.42744114995002747, 0.4101785123348236, 0.4099598526954651, 0.40879353880882263, 0.4081202447414398, 0.40578368306159973]"
192,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5485932230949402, 0.5352389812469482, 0.5336992740631104, 0.5287858247756958, 0.5175613164901733, 0.5040163397789001, 0.4998941719532013, 0.4979995787143707, 0.49560803174972534, 0.4948602318763733]"
193,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2914045751094818, 0.28580009937286377, 0.2852592468261719, 0.28296828269958496, 0.27817344665527344, 0.2721259593963623, 0.2703818082809448, 0.26988252997398376, 0.2688966691493988, 0.26836010813713074]"
194,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9780036211013794, 0.962112545967102, 0.9605787396430969, 0.9541425108909607, 0.9402700066566467, 0.9256830811500549, 0.9192513227462769, 0.9170578122138977, 0.914230227470398, 0.9131019711494446]"
195,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5174015164375305, 0.5048639178276062, 0.5035063028335571, 0.4986654818058014, 0.4881448745727539, 0.4748140871524811, 0.471100389957428, 0.4696596562862396, 0.46743980050086975, 0.46652740240097046]"
196,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5339714288711548, 0.5216468572616577, 0.5203999280929565, 0.5154576897621155, 0.5050948262214661, 0.4912751317024231, 0.4878745973110199, 0.48682498931884766, 0.4846619963645935, 0.4835274815559387]"
197,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0334038734436035, 1.0164401531219482, 1.0148158073425293, 1.0078991651535034, 0.9931163787841797, 0.9773021936416626, 0.9705395698547363, 0.9682939052581787, 0.9652836918830872, 0.964030385017395]"
198,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.085876226425171, 1.0714075565338135, 1.070178747177124, 1.063982605934143, 1.0510362386703491, 1.0391608476638794, 1.032128095626831, 1.0299832820892334, 1.0274220705032349, 1.0263701677322388]"
199,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.1108700037002563, 1.0936472415924072, 1.091957926750183, 1.0850799083709717, 1.069946527481079, 1.0557920932769775, 1.0479397773742676, 1.044982671737671, 1.0418972969055176, 1.0410031080245972]"
200,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9021884799003601, 0.8831703662872314, 0.8812962174415588, 0.8735842108726501, 0.8574582934379578, 0.8366988897323608, 0.8310239315032959, 0.8293148279190063, 0.8259754180908203, 0.8242250084877014]"
201,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0578795671463013, 1.046552062034607, 1.0459614992141724, 1.0403250455856323, 1.0298961400985718, 1.0205700397491455, 1.0143656730651855, 1.013299822807312, 1.011345386505127, 1.0100294351577759]"
202,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5901771187782288, 0.5773950219154358, 0.5761049389839172, 0.5709977746009827, 0.5601820349693298, 0.5465824604034424, 0.542643129825592, 0.5413251519203186, 0.539074182510376, 0.5380134582519531]"
203,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7418387532234192, 0.7277669310569763, 0.726230800151825, 0.7209166288375854, 0.7088147401809692, 0.6965519785881042, 0.6908713579177856, 0.6883945465087891, 0.6858577132225037, 0.685268223285675]"
